Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Followers,Genius_IQ,Hot,Is_Description,Is_Verified,Length_Referent_Text,Meme_Verified,Number_Contributors,Number_Verified_Annotations,Page_Views,Pinned,Pyong_Count,Release_Date,Total_Votes_log
11,25,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,128,FALSE,31,0,34645,FALSE,3,11011,0.301029996
34,36,FALSE,accepted,1,TRUE,2503,1124,FALSE,FALSE,TRUE,32,TRUE,100,0,541196,FALSE,28,2086,0.84509804
22,27,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,39,FALSE,82,0,207559,FALSE,26,7173,0
19,20,FALSE,accepted,2,TRUE,2503,1124,FALSE,FALSE,TRUE,67,TRUE,45,0,273854,FALSE,10,699,0.698970004
25,36,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,102,FALSE,25,0,38090,FALSE,2,10877,0.477121255
81,84,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,53,FALSE,251,2,3670474,FALSE,495,1699,1.041392685
21,26,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,52,FALSE,112,1,594125,FALSE,64,5353,1.230448921
30,33,FALSE,accepted,1,TRUE,693,?,FALSE,FALSE,FALSE,42,FALSE,51,0,70429,FALSE,18,8948,0
53,54,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,39,TRUE,315,0,1536371,FALSE,192,853,1.414973348
25,27,FALSE,accepted,2,FALSE,8610,?,FALSE,FALSE,FALSE,326,FALSE,237,1,2391365,FALSE,254,1797,1.954242509
2,9,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,24,FALSE,39,0,282527,FALSE,50,1174,0
31,58,TRUE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,93,FALSE,245,26,4690125,FALSE,1077,1192,0.698970004
11,14,FALSE,accepted,1,FALSE,419,?,FALSE,FALSE,FALSE,123,FALSE,31,0,32188,FALSE,?,9854,0.84509804
26,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,36,FALSE,84,0,174452,FALSE,23,7249,1.748188027
24,27,FALSE,accepted,0,TRUE,598,?,FALSE,FALSE,FALSE,140,FALSE,125,0,1136917,FALSE,296,1664,1.278753601
50,52,FALSE,unreviewed,0,FALSE,2503,1124,FALSE,FALSE,TRUE,3,TRUE,79,0,138877,FALSE,22,2595,0
98,101,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,25,TRUE,552,2,2049199,FALSE,111,2036,1.462397998
18,24,FALSE,unreviewed,1,TRUE,10964,?,FALSE,FALSE,FALSE,52,FALSE,216,0,2254705,FALSE,226,2518,0
18,19,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,53,TRUE,827,0,9407569,FALSE,949,416,2.298853076
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,36,FALSE,37,0,86111,FALSE,3,7173,0.477121255
13,15,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,40,TRUE,159,0,1329333,FALSE,136,136,1.342422681
14,22,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,107,FALSE,90,0,403463,FALSE,54,8132,0
14,23,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,87,FALSE,34,0,27247,FALSE,6,9854,0
24,27,FALSE,unreviewed,1,TRUE,598,?,FALSE,FALSE,FALSE,37,FALSE,125,0,1136917,FALSE,296,1664,0.698970004
4,13,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,128,FALSE,21,0,28888,FALSE,55,7306,0
12,16,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,145,TRUE,235,3,3212355,FALSE,190,401,1.73239376
53,55,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,9,TRUE,322,0,1121576,FALSE,254,2784,1.698970004
64,65,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,28,FALSE,79,0,210446,FALSE,18,11238,0
10,11,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,58,FALSE,237,0,5521909,FALSE,201,775,1.707570176
30,33,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,49,FALSE,51,0,70429,FALSE,18,8948,0.477121255
40,41,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,86,FALSE,294,0,3318872,FALSE,2527,1449,1.380211242
39,40,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,54,FALSE,146,0,272088,FALSE,50,7173,1.491361694
38,39,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,30,TRUE,262,0,1497028,FALSE,996,1175,1.146128036
11,25,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,100,FALSE,31,0,34645,FALSE,3,11011,0
26,31,FALSE,accepted,0,TRUE,598,?,FALSE,FALSE,FALSE,47,FALSE,78,0,214830,FALSE,87,6557,0
33,36,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,33,FALSE,335,2,5070070,FALSE,372,2441,0.301029996
32,42,TRUE,verified,17,TRUE,8610,?,FALSE,FALSE,FALSE,20,FALSE,515,9,5296468,TRUE,341,887,2.136720567
19,21,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,89,FALSE,28,0,154723,FALSE,78,6725,0.301029996
53,54,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,63,TRUE,251,0,1310185,FALSE,380,5843,1.633468456
19,20,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,37,FALSE,433,0,6490108,FALSE,740,121,1.995635195
44,46,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,26,TRUE,76,0,158330,FALSE,11,1986,0.301029996
16,17,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,48,TRUE,79,0,590497,FALSE,90,1905,0.477121255
64,65,FALSE,accepted,1,FALSE,419,?,FALSE,FALSE,FALSE,41,FALSE,79,0,210446,FALSE,18,11238,0.698970004
13,15,FALSE,accepted,9,TRUE,21495,34478,FALSE,FALSE,TRUE,79,TRUE,159,0,1329333,FALSE,136,136,1.462397998
19,20,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,79,FALSE,433,0,6490108,FALSE,740,121,2.390935107
59,62,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,57,TRUE,453,0,1377723,FALSE,100,401,0.602059991
45,47,TRUE,verified,0,TRUE,10964,?,FALSE,FALSE,FALSE,21,FALSE,234,1,2749197,TRUE,1861,1300,2.037426498
44,46,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,40,TRUE,76,0,158330,FALSE,11,1986,0
12,13,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,68,FALSE,104,0,1361667,FALSE,66,751,1.431363764
36,49,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,32,FALSE,42,0,65899,FALSE,6,10141,0
26,29,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,303,FALSE,62,1,155005,FALSE,25,6935,0
10,18,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,304,FALSE,69,0,265651,FALSE,35,7481,0
55,57,FALSE,accepted,3,TRUE,17568,144243,FALSE,FALSE,TRUE,55,TRUE,290,1,1404525,FALSE,294,1685,1.62324929
22,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,116,FALSE,62,0,58154,FALSE,8,7936,0.477121255
12,13,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,74,FALSE,168,0,5132018,FALSE,475,1747,1.662757832
20,21,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,20,TRUE,247,0,2330119,FALSE,168,401,2.324282455
22,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,44,FALSE,82,0,207559,FALSE,26,7173,1.342422681
23,26,FALSE,accepted,1,TRUE,419,?,FALSE,FALSE,FALSE,252,FALSE,32,0,33966,FALSE,5,10841,0
25,26,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,42,FALSE,273,0,1657441,FALSE,82,751,1.832508913
110,117,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,33,TRUE,149,0,314608,FALSE,338,1475,0.602059991
31,58,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,45,FALSE,245,26,4690125,FALSE,1077,1192,1.113943352
28,29,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,86,FALSE,220,0,2943027,FALSE,172,973,1.255272505
26,31,FALSE,accepted,0,TRUE,598,?,FALSE,FALSE,FALSE,61,FALSE,78,0,214830,FALSE,87,6557,0.84509804
11,14,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,46,FALSE,31,0,32188,FALSE,?,9854,0.903089987
39,49,FALSE,unreviewed,1,FALSE,419,?,FALSE,FALSE,FALSE,41,FALSE,193,0,1708934,FALSE,146,10876,0
5,20,FALSE,unreviewed,0,TRUE,38,?,FALSE,FALSE,FALSE,98,FALSE,6,0,?,FALSE,9,1115,0
11,12,FALSE,accepted,4,FALSE,8610,?,FALSE,FALSE,FALSE,88,FALSE,119,0,1381659,FALSE,86,826,1.698970004
20,21,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,59,FALSE,154,0,2714212,FALSE,215,1948,1.301029996
43,45,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,46,TRUE,114,0,335010,FALSE,38,3575,1
5,18,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,25,FALSE,20,0,26872,FALSE,10,9854,0.301029996
32,42,TRUE,verified,21,TRUE,8610,?,FALSE,FALSE,FALSE,45,FALSE,515,9,5296468,TRUE,341,887,2.498310554
23,24,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,78,FALSE,398,0,4498975,FALSE,1263,1026,2.064457989
2,9,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,79,FALSE,39,0,282527,FALSE,50,1174,0.602059991
54,56,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,18,TRUE,295,0,1338433,FALSE,198,3188,1.230448921
42,43,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,43,TRUE,218,0,1104987,FALSE,275,1060,1.301029996
19,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,58,FALSE,111,0,383454,FALSE,65,7917,1.531478917
10,16,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,50,FALSE,28,0,36933,FALSE,47,7089,0
13,18,FALSE,unreviewed,3,FALSE,693,?,FALSE,FALSE,FALSE,151,FALSE,95,0,932378,FALSE,84,5367,1.505149978
12,15,FALSE,unreviewed,1,FALSE,2660,?,FALSE,FALSE,FALSE,39,FALSE,72,0,290854,FALSE,74,4863,0
34,36,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,47,TRUE,100,0,541196,FALSE,28,2086,0
54,56,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,53,TRUE,295,0,1338433,FALSE,198,3188,0.477121255
39,44,FALSE,unreviewed,0,FALSE,2503,1124,FALSE,FALSE,TRUE,114,TRUE,54,0,150795,FALSE,8,1986,0
14,27,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,69,FALSE,58,0,93873,FALSE,13,10415,0
42,48,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,54,TRUE,104,0,315757,FALSE,44,?,0
0,6,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,42,FALSE,3,0,?,FALSE,?,1115,0
42,43,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,37,FALSE,195,0,3081814,FALSE,165,2378,1.462397998
22,26,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,297,FALSE,41,0,415789,FALSE,59,5701,0.77815125
24,29,FALSE,verified,1,TRUE,8610,?,FALSE,FALSE,FALSE,19,FALSE,195,4,2724546,FALSE,198,2477,1.924279286
37,39,FALSE,accepted,1,FALSE,10964,?,FALSE,FALSE,FALSE,49,FALSE,138,0,2448942,FALSE,317,1699,0.77815125
29,38,FALSE,unreviewed,1,FALSE,598,?,FALSE,FALSE,FALSE,46,FALSE,84,0,332843,FALSE,96,5360,0
10,16,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,28,FALSE,75,0,310739,FALSE,40,9110,0.954242509
16,17,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,25,TRUE,79,0,590497,FALSE,90,1905,0.301029996
9,10,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,184,FALSE,252,0,6148182,FALSE,583,1030,2.012837225
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,18,FALSE,60,0,53974,FALSE,9,7210,1.278753601
9,12,FALSE,unreviewed,1,FALSE,2660,?,FALSE,FALSE,FALSE,16,FALSE,58,0,240321,FALSE,24,8132,0
9,16,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,52,FALSE,28,0,33035,FALSE,77,7404,0.301029996
29,30,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,39,TRUE,110,0,505744,FALSE,68,4860,0.954242509
19,21,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,21,FALSE,28,0,154723,FALSE,78,6725,0.301029996
40,52,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,45,FALSE,60,0,42097,FALSE,5,3586,0
26,28,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,69,FALSE,128,0,323029,FALSE,54,8132,1.491361694
29,34,FALSE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,13,FALSE,100,0,244114,FALSE,29,7906,1
29,34,FALSE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,64,FALSE,100,0,244114,FALSE,29,7906,0.477121255
6,12,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,53,FALSE,58,0,200216,FALSE,107,7320,1.176091259
19,22,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,59,FALSE,111,0,383454,FALSE,65,7917,0.602059991
38,41,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,51,FALSE,93,0,243794,FALSE,37,5654,0
18,24,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,32,FALSE,216,0,2254705,FALSE,226,2518,2.152288344
21,24,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,37,FALSE,257,2,1441789,FALSE,313,2779,1.819543936
81,84,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,16,FALSE,251,2,3670474,FALSE,495,1699,1.301029996
134,137,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,21,TRUE,714,2,4168155,FALSE,573,1742,2.149219113
17,24,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,21,FALSE,31,0,34150,FALSE,6,7509,0
30,33,FALSE,unreviewed,0,TRUE,693,?,FALSE,FALSE,FALSE,41,FALSE,51,0,70429,FALSE,18,8948,0
30,38,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,113,FALSE,51,0,42338,FALSE,8,10601,0
98,101,TRUE,verified,3,FALSE,21495,34478,FALSE,FALSE,TRUE,163,TRUE,552,2,2049199,TRUE,111,2036,2.5132176
53,54,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,17,TRUE,251,0,1310185,FALSE,380,5843,1.431363764
36,39,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,82,FALSE,83,0,253379,FALSE,45,10906,0.602059991
36,39,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,26,FALSE,83,0,253379,FALSE,45,10906,0.301029996
11,25,FALSE,accepted,1,FALSE,419,?,FALSE,FALSE,FALSE,43,FALSE,31,0,34645,FALSE,3,11011,0
42,43,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,15,TRUE,218,0,1104987,FALSE,275,1060,1.361727836
36,40,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,63,FALSE,177,2,3274833,FALSE,547,1699,1.431363764
47,49,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,50,TRUE,181,0,884987,FALSE,117,1986,1.079181246
26,35,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,36,FALSE,32,0,47306,FALSE,23,2234,0
27,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,52,FALSE,142,0,589526,FALSE,94,8179,0
18,19,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,82,FALSE,197,0,1720858,FALSE,123,826,1.819543936
28,29,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,165,FALSE,220,0,2943027,FALSE,172,973,2.376576957
7,12,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,62,TRUE,51,4,227520,FALSE,30,627,0.84509804
18,19,FALSE,accepted,3,FALSE,10964,?,FALSE,FALSE,FALSE,45,FALSE,152,0,2401685,FALSE,59,751,1.146128036
22,23,FALSE,accepted,1,TRUE,38,?,FALSE,FALSE,FALSE,113,FALSE,125,0,2423056,FALSE,1331,1177,0.903089987
64,65,FALSE,accepted,2,FALSE,419,?,FALSE,FALSE,FALSE,26,FALSE,79,0,210446,FALSE,18,11238,0.602059991
18,22,FALSE,accepted,2,TRUE,17568,144243,FALSE,FALSE,TRUE,72,TRUE,172,0,828968,FALSE,227,2528,1.491361694
29,36,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,34,TRUE,43,0,140356,FALSE,6,2150,0
50,57,FALSE,unreviewed,0,FALSE,2503,1124,FALSE,FALSE,TRUE,40,TRUE,88,0,188652,FALSE,27,1986,0.301029996
37,38,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,137,FALSE,200,0,3050327,FALSE,2699,1346,1
17,18,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,43,FALSE,53,0,66937,FALSE,10,7173,0.477121255
13,15,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,97,FALSE,66,0,311514,FALSE,89,5599,1.322219295
17,18,FALSE,accepted,2,FALSE,693,?,FALSE,FALSE,FALSE,206,FALSE,53,0,66937,FALSE,10,7173,0.602059991
16,17,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,51,TRUE,79,0,590497,FALSE,90,1905,0.602059991
47,51,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,49,FALSE,346,3,3910160,FALSE,380,2036,1.361727836
17,19,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,168,FALSE,70,0,381218,FALSE,80,5309,1.278753601
11,12,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,21,FALSE,119,0,1381659,FALSE,86,826,0.903089987
26,37,FALSE,unreviewed,0,TRUE,598,?,FALSE,FALSE,FALSE,36,FALSE,34,0,80238,FALSE,12,?,0
21,26,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,45,FALSE,112,1,594125,FALSE,64,5353,0.301029996
17,18,FALSE,accepted,11,TRUE,21495,34478,FALSE,FALSE,TRUE,188,TRUE,319,0,3190791,FALSE,366,625,2.385606274
66,67,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,19,TRUE,246,0,2418330,FALSE,820,1545,1.079181246
106,107,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,42,TRUE,536,0,1719362,FALSE,521,1657,1.322219295
43,47,FALSE,accepted,0,TRUE,419,?,FALSE,FALSE,FALSE,41,FALSE,54,0,36616,FALSE,?,720,0
43,48,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,15,TRUE,90,0,284677,FALSE,40,1986,0
38,39,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,45,FALSE,262,0,1497028,FALSE,996,1175,2.086359831
29,38,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,9,FALSE,84,0,332843,FALSE,96,5360,0.477121255
17,18,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,30,TRUE,118,0,802089,FALSE,611,1460,1.431363764
42,43,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,80,TRUE,208,0,1014403,FALSE,226,7051,0.477121255
30,31,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,69,TRUE,125,0,579775,FALSE,56,947,1.255272505
39,47,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,54,FALSE,231,1,1028013,FALSE,143,7768,0.301029996
67,68,FALSE,accepted,1,TRUE,2503,1124,FALSE,FALSE,TRUE,129,TRUE,208,0,178665,FALSE,32,607,1.113943352
11,12,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,179,FALSE,216,0,3708670,FALSE,204,826,1.924279286
50,53,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,21,FALSE,316,2,2524716,FALSE,382,1797,2.029383778
3,4,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,25,FALSE,44,0,234149,FALSE,31,8132,0.77815125
24,29,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,16,FALSE,195,4,2724546,FALSE,198,2477,1.568201724
35,36,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,14,FALSE,68,0,82508,FALSE,18,7936,0.477121255
43,48,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,103,TRUE,90,0,284677,FALSE,40,1986,0.903089987
12,16,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,25,TRUE,235,3,3212355,FALSE,190,401,1.886490725
31,32,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,105,FALSE,121,0,751230,FALSE,95,6438,1.544068044
29,32,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,68,TRUE,175,0,990612,FALSE,273,3204,1.397940009
4,13,FALSE,unreviewed,2,FALSE,598,?,FALSE,FALSE,FALSE,105,FALSE,21,0,28888,FALSE,55,7306,0
4,5,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,67,FALSE,28,0,238966,FALSE,40,6775,1.653212514
11,12,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,62,FALSE,119,0,1381659,FALSE,86,826,1.544068044
19,29,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,48,FALSE,34,0,54207,FALSE,7,2049,0
57,58,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,45,TRUE,157,0,183015,FALSE,19,611,0.84509804
38,39,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,55,TRUE,262,0,1497028,FALSE,996,1175,1.255272505
36,40,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,59,FALSE,177,2,3274833,FALSE,547,1699,1.591064607
28,30,TRUE,verified,2,TRUE,8610,?,FALSE,FALSE,FALSE,36,FALSE,277,1,2219708,TRUE,303,1797,2.350248018
30,35,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,64,FALSE,152,0,245908,FALSE,29,7906,1.113943352
35,39,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,124,FALSE,365,3,3306405,FALSE,290,826,1.672097858
23,26,FALSE,accepted,0,TRUE,419,?,FALSE,FALSE,FALSE,11,FALSE,32,0,33966,FALSE,5,10841,0
31,34,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,55,TRUE,212,2,848363,FALSE,144,7055,0.602059991
4,9,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,26,FALSE,21,0,409421,FALSE,30,6389,0
35,36,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,27,FALSE,68,0,82508,FALSE,18,7936,0.698970004
9,23,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,18,FALSE,47,0,68548,FALSE,16,9854,0
8,10,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,54,FALSE,34,0,74409,FALSE,10,5353,0.77815125
13,14,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,52,FALSE,93,0,2256798,FALSE,1395,1111,1.903089987
4,13,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,240,FALSE,21,0,28888,FALSE,55,7306,0
25,26,FALSE,accepted,3,FALSE,8610,?,FALSE,FALSE,FALSE,69,FALSE,239,0,1480434,FALSE,207,2914,1.832508913
53,54,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,127,FALSE,315,0,1536371,FALSE,192,853,1.857332496
38,39,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,196,TRUE,262,0,1497028,FALSE,996,1175,1.832508913
16,17,FALSE,accepted,2,FALSE,2503,1124,FALSE,FALSE,TRUE,40,TRUE,79,0,590497,FALSE,90,1905,0.77815125
52,55,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,49,FALSE,64,1,54408,FALSE,12,8735,0
44,45,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,43,TRUE,712,0,1479165,FALSE,270,423,1.633468456
40,46,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,13,FALSE,335,0,3428303,FALSE,174,2082,1.397940009
9,16,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,47,FALSE,28,0,33035,FALSE,77,7404,0.698970004
51,52,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,34,TRUE,151,0,698013,FALSE,73,2466,0.903089987
36,37,FALSE,accepted,9,FALSE,21495,34478,FALSE,FALSE,TRUE,49,TRUE,508,0,4526124,FALSE,507,401,2.064457989
44,57,FALSE,unreviewed,0,TRUE,598,?,FALSE,FALSE,FALSE,21,FALSE,78,0,44223,FALSE,4,7467,0
28,30,FALSE,verified,0,TRUE,8610,?,FALSE,FALSE,FALSE,36,FALSE,277,1,2219708,FALSE,303,1797,1.934498451
6,8,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,203,FALSE,30,0,41400,FALSE,65,7306,1
51,52,FALSE,accepted,1,TRUE,2503,1124,FALSE,FALSE,TRUE,35,TRUE,151,0,698013,FALSE,73,2466,1.176091259
22,35,TRUE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,88,FALSE,149,12,2449361,FALSE,452,1192,0.602059991
18,24,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,47,FALSE,216,0,2254705,FALSE,226,2518,1.380211242
34,36,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,35,TRUE,100,0,541196,FALSE,28,2086,0.77815125
50,52,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,40,TRUE,79,0,138877,FALSE,22,2595,0.301029996
20,24,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,49,TRUE,191,3,1147870,FALSE,203,2841,1.230448921
